Name
TEST 2
001 : BOM Part For: Test Dye Formula
001 : BOM Part For: Test Prep Formula
002 : TEST bom
001 : TEST bom
001 : BOM Part For: Test Finish Formula
Label
BOM Part For: T0319A - Fly Binding(Bias) (42) - 1.0000 - XL
BOM Part For: T0319A - Fly Binding(Bias) (42) - 1.0000 - 2X
Basic Prints On White
BOM Part For: 4331
Basic Solids
BOM Part For: 4416
Basic Heathers
BOM Part For: 7563
Basic Solids
BOM Part For: T0270B - Fly Binding(Bias) (42) - 1.0000 - S -
BOM Part For: T0270B - Fly Binding(Bias) (42) - 1.0000 - M -
BOM Part For: T0270B - Fly Binding(Bias) (42) - 1.0000 - L -
T0270B Spread
Basic Solids
BOM Part For: P-JJ4331
BOM Part For: P-JJ4366
BOM Part For: P-TY7383-004
AA062A Cut
BOM Part For: P-FY7563
BOM Part For: P-FY7563-002
BOM Part For: P-JJ4111-002
BOM Part For: P-JJ4299
BOM Part For: P-TY7383*
BOM Part For: P-TY7383-001
Basic Solids
Basic Solids
T0270B Sew
Basic Prints On White
Basic Solids
BOM Part For: P-JJ4111
BOM Part For: P-JJ4299-002
Basic Solids and Heathers
Basic Solids and Heathers
Lab Dip Requests
AA041A Cut
LABEL
BOM Part For: P-RB2101-07L
BOM Part For: P-RB2243-07L
BOM Part For: P-RB1182-07L
BOM Part For: P-RB2241-07L
BOM Part For: P-JE1188-07L
BOM Part For: P-JE2315-07L
BOM Part For: P-JE2390-07L
Basic Prints On White
BOM Part For: 4414
Basic Solids
BOM Part For: T0187A1M
BOM Part For: T0187A1L
BOM Part For: T0187A1XL
BOM Part For: T0187A12X
BOM Part For: P-RB4278-002
T0270B Cut
T0257B Cut
T0257B Sew
T0319A Cut
T0319A Sew
T0319A Cut
T0319A Sew
T0418B Cut
T0418B Sew
LABEL
T0319A Sew
T0432A Sew
T0319A Bias
H3034B Sew
BOM Part For: T0440A4S
BOM Part For: T0440A4M
BOM Part For: T0440A4XL
BOM Part For: T0313B4M
BOM Part For: T0313B4L
BOM Part For: T0313B4XL
BOM Part For: T0313B42X
